,Stationsnummer,X-Koordinate,Y-Koordinate,Breitengrad,Längengrad,
01TS0582,01TS0582,510097.98,5448587.78,9.138586908,49.19000907,
01TS0583,01TS0583,510936.26,5449605.42,9.150119306,49.19914865,
01TS0584,01TS0584,511058.3,5449753.16,9.15179858,49.20047542,
01TS0585,01TS0585,511197.29,5449517.98,9.153699949,49.19835739,
01TS0587,01TS0587,510900.41,5448555.48,9.14959872,49.18970478,
01TS0588,01TS0588,510957.82,5448647.23,9.150389122,49.19052908,
01TS0059,01TS0059,517185.74,5443085.72,9.235625255,49.1403588,
01TS0591,01TS0591,511298.88,5448492.69,9.155065591,49.18913275,
01TS0592,01TS0592,509510.82,5447598.59,9.130505214,49.18112039,
01TS0593,01TS0593,514788.35,5442836.23,9.202746895,49.13817695,
01TS0594,01TS0594,512051.06,5445517.21,9.165299301,49.16235309,
01TS0595,01TS0595,510876.3,5445234.07,9.149178024,49.15982809,
01TS0596,01TS0596,511950.53,5443198.85,9.163851588,49.14150061,
01TS0597,01TS0597,515401.47,5443286.35,9.211169856,49.14221087,
01TS0598,01TS0598,512678.88,5447788.49,9.173982385,49.1827713,
01TS0599,01TS0599,514060.59,5442191.92,9.192746962,49.13239825,
01TS0060,01TS0060,514589.24,5446422.72,9.200147068,49.17044334,
01TS0601,01TS0601,515631.43,5443261.01,9.214321836,49.14197712,
01TS0602,01TS0602,515905.49,5446061.18,9.218190033,49.16715848,
01TS0603,01TS0603,514578.22,5441169.39,9.199805788,49.12318815,
01TS0604,01TS0604,513110.92,5447553.45,9.179903239,49.18064796,
01TS0605,01TS0605,516166.58,5441246.62,9.221578424,49.12384314,
01TS0606,01TS0606,516633.46,5444894.86,9.228127982,49.15664779,
01TS0608,01TS0608,516104.85,5442726.93,9.220791485,49.13716066,
01TS0609,01TS0609,514015.93,5441828.08,9.192122105,49.12912639,
01TS0873,01TS0873,514663.27,5444699.73,9.201099897,49.15494275,
01TS0610,01TS0610,511344.73,5447578.73,9.155669042,49.18091057,
01TS0611,01TS0611,516276.51,5440930.6,9.223072357,49.12099753,
01TS0612,01TS0612,515724.51,5444493.29,9.215646143,49.1530595,
01TS0613,01TS0613,514206.6,5446373.71,9.194896003,49.17001146,
01TS0614,01TS0614,515745.61,5444301.31,9.215928001,49.15133203,
01TS0615,01TS0615,515988.16,5445127.91,9.219287013,49.15876129,
01TS0616,01TS0616,515808.42,5440799.13,9.216652001,49.11982712,
01TS0617,01TS0617,515722.86,5444416.25,9.215620507,49.15236654,
01TS0618,01TS0618,515919.34,5444367.83,9.218313065,49.15192592,
01TS0619,01TS0619,515563.8,5444534,9.213443753,49.15342979,
01TS0062,01TS0062,512024.49,5441015.27,9.164800516,49.12185705,
01TS0620,01TS0620,515883.47,5444799.16,9.21783817,49.1558068,
01TS0622,01TS0622,511191.26,5448497.16,9.153588747,49.18917494,
01TS0623,01TS0623,513371.41,5442058.89,9.183295107,49.13121698,
01TS0624,01TS0624,515882.02,5441022.65,9.217669469,49.12183587,
01TS0625,01TS0625,515556.59,5444185.91,9.21333143,49.15029879,
01TS0626,01TS0626,515810.98,5444660.24,9.216838539,49.15455904,
01TS0627,01TS0627,516150.33,5440823.67,9.221338772,49.12003898,
01TS0628,01TS0628,513624.37,5442409.48,9.186774507,49.1343651,
01TS0629,01TS0629,514224.97,5443870.7,9.195059575,49.14749567,
01TS0063,01TS0063,515934.54,5441728.36,9.218417151,49.12818262,
01TS0630,01TS0630,511639.55,5443295.46,9.159590605,49.14237563,
01TS0631,01TS0631,518120.53,5442584.31,9.248419038,49.1358216,
01TS0632,01TS0632,518163.76,5442384.01,9.249002658,49.13401856,
01TS0634,01TS0634,511668.88,5447665.73,9.160119439,49.18168708,
01TS0635,01TS0635,512565.31,5447783.54,9.172423805,49.18272911,
01TS0636,01TS0636,509952.6,5449273.35,9.136608667,49.19617835,
01TS0637,01TS0637,514163.47,5440645.45,9.194102959,49.11848482,
01TS0638,01TS0638,512366.53,5448011.37,9.169703125,49.18478254,
01TS0639,01TS0639,515921.73,5446503.06,9.218430296,49.17113289,
01TS0640,01TS0640,510058.15,5449168.93,9.13805482,49.19523734,
01TS0641,01TS0641,510010.19,5448975.5,9.13739172,49.19349816,
01TS0643,01TS0643,516139.41,5441169.13,9.221202936,49.1231468,
01TS0644,01TS0644,515135.11,5445856.11,9.207614394,49.16533329,
01TS0645,01TS0645,516069.43,5443715.8,9.220345327,49.1460568,
01TS0646,01TS0646,517452.52,5441359.84,9.239208204,49.12482642,
01TS0648,01TS0648,512133.52,5440207.13,9.166270509,49.11458537,
01TS0065,01TS0065,514525.81,5447039.84,9.199299173,49.17599602,
01TS0650,01TS0650,515351.55,5445065.6,9.21055322,49.15821704,
01TS0651,01TS0651,515545.11,5446327.51,9.213256699,49.16956343,
01TS0653,01TS0653,515581.21,5442755.17,9.213613721,49.13742819,
01TS0654,01TS0654,510984.59,5441249.91,9.150554708,49.1239872,
01TS0655,01TS0655,516105.28,5443367.42,9.220822976,49.14292207,
01TS0656,01TS0656,515997.64,5444536.97,9.219393558,49.15344536,
01TS0657,01TS0657,516117.85,5440769.04,9.220891458,49.11954842,
01TS0658,01TS0658,518434.65,5445147.48,9.252842638,49.15886873,
01TS0659,01TS0659,516005.61,5440853.33,9.21935659,49.12030957,
01TS0066,01TS0066,513838.3,5448213.38,9.189906739,49.18656824,
01TS0660,01TS0660,513492.48,5439885.73,9.184882044,49.11166593,
01TS0661,01TS0661,515021.96,5444611.04,9.206015822,49.15413629,
01TS0662,01TS0662,517789.05,5440309.44,9.243774404,49.11536806,
01TS0664,01TS0664,516657.33,5442413.49,9.228352766,49.13432643,
01TS0665,01TS0665,516055.37,5442440.98,9.220101749,49.13458974,
01TS0666,01TS0666,514971.41,5442924.17,9.205259881,49.13896357,
01TS0667,01TS0667,516241.88,5442919.98,9.22267788,49.1388936,
01TS0668,01TS0668,517080.19,5443106.63,9.23417901,49.14054984,
01TS0669,01TS0669,515710,5443735.69,9.215417606,49.14624501,
01TS0067,01TS0067,514949.17,5441398.55,9.204898404,49.12524062,
01TS0670,01TS0670,517748.03,5442962.72,9.24332905,49.13923639,
01TS0671,01TS0671,517644.92,5442273.49,9.241885235,49.13303952,
01TS0672,01TS0672,515384.09,5444090.35,9.210962261,49.14944355,
01TS0673,01TS0673,510195.78,5449142.05,9.139943195,49.19499327,
01TS0674,01TS0674,515898.86,5445940.85,9.21809433,49.16607624,
01TS0675,01TS0675,515766.68,5446645.28,9.216308754,49.1724162,
01TS0676,01TS0676,515774.23,5443837.8,9.216302328,49.14716188,
01TS0677,01TS0677,515474.35,5447444.91,9.212328967,49.17961654,
01TS0678,01TS0678,515900.21,5445756.85,9.21810558,49.16442108,
01TS0679,01TS0679,509955.63,5447638.42,9.136609759,49.18147162,
01TS0068,01TS0068,514555.64,5442690.82,9.199551233,49.1368745,
01TS0680,01TS0680,515223.41,5445533.54,9.208813432,49.1624295,
01TS0681,01TS0681,512078.71,5447720.16,9.165744704,49.18216876,
01TS0682,01TS0682,517516.38,5442980.25,9.240153873,49.13940073,
01TS0683,01TS0683,515664.02,5444757.53,9.214826866,49.15543796,
01TS0684,01TS0684,507711.36,5448451.95,9.105829869,49.1888219,
01TS0685,01TS0685,511124.92,5447543.71,9.152651916,49.18059958,
01TS0686,01TS0686,515436.86,5447263.67,9.2118076,49.17798718,
01TS0687,01TS0687,516127.5,5444332.14,9.221166257,49.15159945,
01TS0688,01TS0688,514602.33,5446739.44,9.200338142,49.17329202,
01TS0689,01TS0689,515808.69,5442194.96,9.216710412,49.1323831,
01TS0069,01TS0069,514275.33,5442033.41,9.195685055,49.13096744,
01TS0690,01TS0690,515379.11,5444412.34,9.210906265,49.15234007,
01TS0691,01TS0691,515991.96,5442299.9,9.219226877,49.13332233,
01TS0694,01TS0694,511497.71,5442357.45,9.157619077,49.13394055,
01TS0695,01TS0695,516443.46,5441769.77,9.225394627,49.12854171,
01TS0696,01TS0696,519538.6,5442154.46,9.267838679,49.1319115,
01TS0697,01TS0697,511418.66,5440695.81,9.156488362,49.11899494,
01TS0007,01TS0007,516180.28,5442992.07,9.221836238,49.1395437,
01TS0070,01TS0070,513173.79,5443338.24,9.180627961,49.14272946,
01TS0700,01TS0700,515631.67,5442791.68,9.214306923,49.13775533,
01TS0701,01TS0701,519976.65,5440398.5,9.273756515,49.11610199,
01TS0702,01TS0702,515853.6,5447033.68,9.217516539,49.17590773,
01TS0703,01TS0703,517399.04,5443114.89,9.23855094,49.14061519,
01TS0704,01TS0704,513250.35,5448010.3,9.181831492,49.18475446,
01TS0705,01TS0705,513996.89,5444439.35,9.191951812,49.1526161,
01TS0706,01TS0706,514364.45,5444199.22,9.196983894,49.15044757,
01TS0707,01TS0707,512407.79,5439456.57,9.170005853,49.10782831,
01TS0708,01TS0708,512412.42,5440500.86,9.170101405,49.11722202,
01TS0709,01TS0709,516187.36,5443988.91,9.221973354,49.14851041,
01TS0071,01TS0071,513304.9,5443333.31,9.182425459,49.14268228,
01TS0710,01TS0710,510713.97,5449281.44,9.147059357,49.19623828,
01TS0711,01TS0711,515406.86,5442975.07,9.211231858,49.13941066,
01TS0712,01TS0712,512349.18,5440213.05,9.169225952,49.11463433,
01TS0713,01TS0713,512548.39,5445991.36,9.172135718,49.16660825,
01TS0714,01TS0714,512671.46,5444954.07,9.1737913,49.15727497,
01TS0715,01TS0715,507836.01,5447762.95,9.107527119,49.18262255,
01TS0716,01TS0716,513073.28,5447416.71,9.179382314,49.17941875,
01TS0718,01TS0718,512809.76,5440582.4,9.175549165,49.11794736,
01TS0719,01TS0719,510419.07,5448999.44,9.143004277,49.1937067,
01TS0720,01TS0720,512241.24,5444560.68,9.167878825,49.15374502,
01TS0721,01TS0721,513623.12,5440631.48,9.186697315,49.11837136,
01TS0722,01TS0722,510193.73,5447378.84,9.139870344,49.17913271,
01TS0723,01TS0723,511002.18,5440756.93,9.150782351,49.11955233,
01TS0724,01TS0724,515479.59,5445923.24,9.212342314,49.16592856,
01TS0725,01TS0725,511927.54,5445626.01,9.16360826,49.16333419,
01TS0726,01TS0726,517733.56,5444039.95,9.243178076,49.14892683,
01TS0727,01TS0727,511713.48,5447485.08,9.160726172,49.18006123,
01TS0728,01TS0728,512841.23,5442879.81,9.176053593,49.13861276,
01TS0073,01TS0073,516105.18,5445178.7,9.22089403,49.1592151,
01TS0730,01TS0730,515679.15,5443371.67,9.214980424,49.14297132,
01TS0731,01TS0731,518384.58,5445386.03,9.252166798,49.16101606,
01TS0732,01TS0732,515322.37,5445832,9.210182179,49.16511177,
01TS0733,01TS0733,515753.78,5445543.13,9.216088627,49.16250238,
01TS0734,01TS0734,515851.14,5443076.19,9.217326978,49.14030897,
01TS0735,01TS0735,515195.06,5443528.97,9.208348934,49.14439846,
01TS0736,01TS0736,516689.56,5442605.58,9.228802551,49.13605347,
01TS0739,01TS0739,514619.44,5444010.48,9.200473774,49.14874377,
01TS0074,01TS0074,516239.75,5445134.2,9.222737944,49.15881126,
01TS0740,01TS0740,512103.45,5445630.42,9.166021313,49.16337042,
01TS0742,01TS0742,515202.37,5445189.55,9.208511846,49.15933572,
01TS0743,01TS0743,515964.82,5443567.77,9.218905051,49.14472795,
01TS0744,01TS0744,506602.71,5448829.4,9.0906211,49.19223011,
01TS0745,01TS0745,516123.2,5443162.56,9.221060482,49.14107881,
01TS0746,01TS0746,511220.8,5438620.56,9.153719094,49.10033085,
01TS0747,01TS0747,515749.45,5444180.53,9.215975937,49.15024548,
01TS0748,01TS0748,515668.42,5445979.87,9.214934788,49.16643317,
01TS0749,01TS0749,515155.8,5442776.36,9.207782315,49.13762945,
01TS0075,01TS0075,516850.5,5441938.03,9.23098101,49.13004424,
01TS0751,01TS0751,509733.36,5447434.71,9.133554879,49.17964275,
01TS0752,01TS0752,515104.38,5444655.84,9.207147828,49.15453725,
01TS0753,01TS0753,516396.69,5444610.61,9.224869132,49.15409724,
01TS0754,01TS0754,514262.56,5444708.72,9.195604699,49.15503306,
01TS0756,01TS0756,516175.53,5445759.01,9.221882243,49.16443331,
01TS0757,01TS0757,512113.38,5438917.43,9.165955826,49.10298439,
01TS0758,01TS0758,515653.28,5441897.7,9.214568479,49.12971312,
01TS0760,01TS0760,516178.34,5445699.9,9.221918412,49.16390153,
01TS0761,01TS0761,515852.34,5441659.39,9.217287721,49.12756434,
01TS0762,01TS0762,515473.72,5442331.71,9.212123821,49.13362174,
01TS0763,01TS0763,512204.05,5447551.35,9.167459495,49.18064778,
01TS0765,01TS0765,516068.62,5441007.19,9.220226262,49.12169195,
01TS0766,01TS0766,514077.72,5443564.61,9.193029729,49.14474568,
01TS0767,01TS0767,516268.72,5441421.37,9.222985388,49.12541238,
01TS0768,01TS0768,515356.24,5445279.24,9.210625694,49.16013868,
01TS0769,01TS0769,511912.71,5447722.28,9.163466916,49.18219108,
01TS0771,01TS0771,508436.93,5447753.96,9.115772844,49.18253371,
01TS0772,01TS0772,512797.68,5444740.35,9.175515628,49.15534987,
01TS0774,01TS0774,516257.43,5446313.5,9.22302807,49.16941894,
01TS0776,01TS0776,510589.28,5441453.04,9.145141943,49.12582137,
01TS0777,01TS0777,516460.56,5443671.85,9.225706694,49.14565109,
01TS0778,01TS0778,515658.63,5446354.37,9.214815066,49.16980215,
01TS0780,01TS0780,515621.34,5444350.71,9.214225748,49.15177958,
01TS0783,01TS0783,513133.85,5442710.64,9.180059888,49.13708483,
01TS0784,01TS0784,515780.1,5443705,9.216377617,49.14596715,
01TS0785,01TS0785,507542.72,5447614.75,9.103499768,49.18129312,
01TS0786,01TS0786,515946.87,5444769.72,9.218706514,49.15554033,
01TS0787,01TS0787,516390.96,5445851.28,9.224841064,49.16525759,
01TS0789,01TS0789,512258.96,5447340.71,9.168206525,49.17875192,
01TS0079,01TS0079,515993.3,5443866.09,9.2193074,49.14741069,
01TS0790,01TS0790,515208.95,5444664.16,9.208582249,49.15460951,
01TS0792,01TS0792,515683.36,5444102.43,9.215066595,49.14954464,
01TS0793,01TS0793,515900.64,5446663.89,9.218147321,49.17258015,
01TS0794,01TS0794,515914.38,5445529.59,9.218290964,49.16237644,
01TS0795,01TS0795,514682.96,5445372.5,9.20139447,49.16099406,
01TS0797,01TS0797,515250.39,5447417.25,9.209254906,49.17937334,
01TS0798,01TS0798,514749.37,5445697.78,9.202317276,49.16391846,
01TS0799,01TS0799,515008.43,5444391.68,9.205822093,49.1521634,
01TS0008,01TS0008,516931.32,5442221.39,9.232100753,49.13259094,
01TS0080,01TS0080,516763.02,5443800.88,9.22985935,49.14680358,
01TS0800,01TS0800,516603.61,5445238.6,9.227732768,49.15974064,
01TS0801,01TS0801,515389.83,5443651.22,9.211024197,49.14549329,
01TS0802,01TS0802,515543.54,5446899.73,9.21325727,49.17471075,
01TS0803,01TS0803,512648.45,5440557.69,9.173337756,49.11772842,
01TS0804,01TS0804,515668.34,5442302.77,9.214790655,49.13335648,
01TS0805,01TS0805,515721.96,5443660.09,9.215578652,49.14556466,
01TS0806,01TS0806,515629.36,5443458.78,9.214301126,49.14375618,
01TS0807,01TS0807,512895.96,5447648.11,9.176956687,49.18150401,
01TS0809,01TS0809,516154.87,5442057.1,9.221450394,49.131134,
01TS0081,01TS0081,515748.08,5446566.5,9.216050492,49.17170803,
01TS0810,01TS0810,516303.22,5441458.96,9.223459774,49.1257496,
01TS0812,01TS0812,515659.37,5443925.09,9.214730728,49.14795002,
01TS0813,01TS0813,513402.76,5448105.7,9.183926149,49.1856093,
01TS0814,01TS0814,513996.2,5443146.19,9.191897423,49.14098371,
01TS0815,01TS0815,514510.74,5447968.64,9.199125924,49.18435119,
01TS0816,01TS0816,515647.84,5443491.8,9.214555794,49.14405273,
01TS0817,01TS0817,515811.54,5443244.6,9.216790654,49.14182489,
01TS0820,01TS0820,516319.93,5444415.83,9.223808537,49.15234718,
01TS0821,01TS0821,515763.65,5444069.52,9.216166319,49.14924655,
01TS0822,01TS0822,514938,5441530.31,9.204750185,49.12642612,
01TS0824,01TS0824,513827.27,5448227.01,9.189755841,49.18669109,
01TS0825,01TS0825,516511.14,5442134.88,9.226337276,49.13182419,
01TS0826,01TS0826,509842.83,5449208.65,9.135100391,49.19559812,
01TS0827,01TS0827,512944.63,5443928.31,9.177504886,49.14804221,
01TS0828,01TS0828,516066.81,5441456.08,9.220219335,49.12572992,
01TS0829,01TS0829,515767.73,5444993.38,9.21625844,49.15755685,
01TS0083,01TS0083,515550.15,5446638.55,9.213337862,49.17236119,
01TS0830,01TS0830,515160.85,5442733.01,9.207849918,49.13723937,
01TS0831,01TS0831,515258.42,5446488.87,9.209329869,49.1710221,
01TS0834,01TS0834,514628.61,5444238.55,9.200607803,49.15079512,
01TS0835,01TS0835,515164.33,5446028.82,9.208021722,49.16688615,
01TS0836,01TS0836,513087.5,5448049.08,9.179598013,49.18510679,
01TS0837,01TS0837,515989.25,5445445.91,9.219314593,49.16162177,
01TS0838,01TS0838,516794.69,5443315.16,9.230273369,49.14243351,
01TS0843,01TS0843,515758.87,5444075.21,9.216100995,49.14929785,
01TS0845,01TS0845,515872.01,5444316.57,9.21766198,49.15146605,
01TS0846,01TS0846,516956.4,5445768.5,9.232593867,49.1644976,
01TS0851,01TS0851,516398.14,5441227.4,9.224751368,49.12366411,
01TS0852,01TS0852,515594.32,5444407.92,9.213857423,49.15229489,
01TS0857,01TS0857,515338.01,5446808.7,9.210433949,49.17389708,
01TS0858,01TS0858,515282.9,5443639.5,9.209557547,49.14539053,
01TS0086,01TS0086,517112.11,5442397.7,9.234586551,49.1341719,
01TS0863,01TS0863,515906.46,5440827.1,9.217996717,49.12007619,
01TS0864,01TS0864,514172.89,5444702.94,9.194374719,49.15498314,
01TS0865,01TS0865,514755.61,5444602.85,9.202362739,49.15406907,
01TS0869,01TS0869,515464.92,5445954.18,9.212142267,49.16620724,
01TS0087,01TS0087,517951.73,5442802.36,9.246114648,49.13778798,
01TS0088,01TS0088,514477.01,5445182.03,9.198562786,49.15928561,
01TS0089,01TS0089,516095.03,5444793.51,9.220739419,49.15575047,
01TS0090,01TS0090,514033.7,5442574.12,9.192391652,49.13583689,
01TS0092,01TS0092,514896.21,5440739.52,9.204148186,49.11931369,
01TS0094,01TS0094,515857.76,5444359.53,9.217468254,49.15185286,
01TS0095,01TS0095,515316.09,5441683.89,9.209938335,49.12779832,
01TS0096,01TS0096,515989.62,5443018.7,9.219223312,49.13978824,
01TS0098,01TS0098,515936.4,5443054.32,9.218495061,49.14011004,
01TS0099,01TS0099,516000.35,5443105.59,9.219373873,49.14056956,
01TS0,01TS0,515743.25,5447284.97,9.216012349,49.178171,
02TS0002,02TS0002,511627.56,5435988.33,9.159215744,49.07664522,
02TS0003,02TS0003,511192.01,5435889.59,9.153249065,49.07576508,
02TS0004,02TS0004,511012.46,5436492.21,9.150806956,49.08118917,
02TS0005,02TS0005,510757.51,5436832.78,9.147324691,49.08425726,
02TS0006,02TS0006,512132.87,5435924.4,9.166132987,49.07606039,
02TS0007,02TS0007,512238.18,5434910.7,9.167544304,49.0669396,
02TS0008,02TS0008,511374.21,5435521.02,9.155733505,49.07244628,
02TS0009,02TS0009,510771.71,5435365.39,9.147480075,49.07105715,
02TS0010,02TS0010,510169.89,5435510.05,9.139243964,49.07236867,
02TS0011,02TS0011,509844.68,5434932.01,9.134777206,49.06717421,
02TS0012,02TS0012,512077.32,5435964.08,9.16537354,49.07641842,
02TS0014,02TS0014,509526.67,5435461.8,9.130436022,49.07194493,
02TS0019,02TS0019,514780.45,5434796.02,9.202344335,49.06585223,
02TS0020,02TS0020,511897.45,5435965.44,9.162910649,49.07643416,
02TS0021,02TS0021,510444.95,5437211.88,9.143053975,49.08767282,
02TS0022,02TS0022,511628.1,5436333.06,9.159233051,49.07974622,
02TS0023,02TS0023,512232.03,5436247.64,9.167500536,49.07896612,
02TS0025,02TS0025,511557.95,5435410.37,9.158246066,49.07144751,
02TS0026,02TS0026,509988.28,5435517.2,9.136757583,49.07243596,
02TS0028,02TS0028,511294.95,5436276.54,9.154669395,49.079244,
02TS0029,02TS0029,511099.79,5435848.89,9.15198521,49.07540064,
02TS0030,02TS0030,510446.65,5435760.07,9.143039748,49.07461309,
02TS0031,02TS0031,510936.51,5435949.49,9.149752207,49.0763085,
02TS0032,02TS0032,512449.44,5434723.95,9.170430757,49.06525546,
02TS0033,02TS0033,512566.77,5435765.28,9.172069323,49.07462033,
02TS0034,02TS0034,510371.46,5435494.31,9.142003405,49.07222372,
02TS0035,02TS0035,510556.84,5435450.19,9.144540421,49.07182369,
02TS0037,02TS0037,509145.5,5437725.38,9.125268383,49.09231267,
02TS0038,02TS0038,510483.75,5435175.76,9.143532592,49.06935631,
02TS0039,02TS0039,511152.48,5436305.49,9.152719263,49.07950701,
02TS0040,02TS0040,509734.09,5435319.64,9.133272519,49.07066289,
02TS0041,02TS0041,511352.03,5437897.15,9.155496541,49.09382106,
02TS0042,02TS0042,510024.96,5435651.96,9.137263136,49.0736476,
02TS0044,02TS0044,510113.28,5435314.23,9.138463979,49.07060811,
02TS0045,02TS0045,511428.88,5435738.91,9.156488189,49.07440529,
02TS0046,02TS0046,510081.37,5435799.07,9.138039174,49.07497,
02TS0047,02TS0047,512860.53,5434643.93,9.17605594,49.0645272,
02TS0048,02TS0048,510264.1,5434872.38,9.140517686,49.06663096,
02TS0049,02TS0049,510688.03,5435821.37,9.146346429,49.07516037,
02TS0050,02TS0050,511187.42,5435234.18,9.153168089,49.06986944,
02TS0052,02TS0052,514477.55,5435096.09,9.198208397,49.0685587,
02TS0053,02TS0053,512480.16,5436162.54,9.170895688,49.07819563,
02TS0054,02TS0054,511709.62,5435789.93,9.16033364,49.07485897,
02TS0055,02TS0055,512928.11,5435667.3,9.177013781,49.07373147,
02TS0056,02TS0056,512318.97,5435790.07,9.168677115,49.07484833,
02TS0057,02TS0057,513385.35,5435365.5,9.183264366,49.07100687,
02TS0058,02TS0058,513088.98,5435650.63,9.179215888,49.07357812,
02TS0059,02TS0059,512965.19,5435653.82,9.177521052,49.07360943,
02TS0060,02TS0060,510868.48,5435564.96,9.148810352,49.07285068,
02TS0061,02TS0061,512953.72,5435813.88,9.17736913,49.07504949,
02TS0062,02TS0062,511874,5435095.3,9.16256401,49.0686073,
02TS0063,02TS0063,510054.95,5434636.8,9.137648534,49.06451525,
02TS0065,02TS0065,510609.67,5435876.82,9.145274938,49.07566052,
02TS0066,02TS0066,513064.85,5435543.83,9.17888205,49.07261792,
02TS0067,02TS0067,510417.94,5435877.04,9.142649653,49.07566577,
02TS0068,02TS0068,511937.89,5435986.55,9.163465011,49.07662327,
02TS0070,02TS0070,514563.65,5434805.4,9.1993767,49.06594178,
02TS0071,02TS0071,510361.93,5435738.59,9.141879181,49.0744213,
02TS0072,02TS0072,511483.8,5435599.24,9.157236205,49.07314787,
02TS0073,02TS0073,510869.1,5436145.14,9.148834432,49.07806966,
02TS0074,02TS0074,509998.55,5435448.24,9.136896493,49.07181547,
02TS0075,02TS0075,510111.11,5437810.59,9.138496698,49.09306406,
02TS0076,02TS0076,513219.18,5435515.76,9.180994186,49.07236212,
02TS0077,02TS0077,508460.81,5434771.43,9.115828215,49.06575028,
02TS0078,02TS0078,509874.32,5435316.5,9.13519237,49.07063241,
02TS0079,02TS0079,511670.65,5434781.67,9.159770961,49.06578993,
02TS0080,02TS0080,510197.54,5435756.55,9.139628755,49.0745856,
02TS0081,02TS0081,509835.2,5435397.05,9.134658726,49.07135762,
02TS0082,02TS0082,510343.38,5435852.63,9.141628105,49.07544745,
02TS0083,02TS0083,510638.46,5434835.41,9.145641764,49.06629204,
03TS0001,03TS0001,514131.73,5432084.72,9.193368795,49.04147801,
03TS0002,03TS0002,514093.2,5432901.82,9.192870005,49.04882911,
03TS0004,03TS0004,513820.2,5432655.93,9.189125544,49.0466234,
03TS0005,03TS0005,514230.66,5431501.06,9.194701982,49.03622542,
03TS0006,03TS0006,513875.2,5432348.81,9.18986768,49.04385946,
03TS0007,03TS0007,514433.29,5433139.63,9.197532692,49.05096046,
03TS0008,03TS0008,514076.05,5432499.62,9.192621327,49.04521152,
03TS0010,03TS0010,512809.55,5432848.45,9.175301241,49.04837705,
03TS0011,03TS0011,513490.01,5433493.51,9.184634909,49.05416516,
03TS0012,03TS0012,513568.86,5432902.7,9.185694312,49.0488488,
03TS0013,03TS0013,514464.82,5432366.93,9.197936614,49.04400891,
03TS0016,03TS0016,513620.94,5433131.1,9.186414721,49.05090222,
03TS0017,03TS0017,513493.47,5432702.9,9.184655925,49.04705316,
03TS0018,03TS0018,513275.97,5432243.48,9.181664434,49.04292517,
03TS0019,03TS0019,513732.75,5432310.81,9.187917123,49.04352083,
03TS0020,03TS0020,513274.11,5432246.05,9.181639067,49.04294832,
03TS0021,03TS0021,514405.93,5432155.45,9.197123249,49.04210792,
03TS0023,03TS0023,514837.29,5432214.16,9.203027867,49.04262581,
03TS0024,03TS0024,514028.07,5432981.85,9.191981456,49.04955051,
03TS0025,03TS0025,513954.03,5432658.15,9.190957035,49.04664035,
03TS0026,03TS0026,514405.1,5432663.43,9.197129953,49.04667747,
03TS0027,03TS0027,513667.86,5432370.71,9.187031203,49.0440611,
03TS0028,03TS0028,514062.5,5433191.43,9.192459923,49.051435,
03TS0029,03TS0029,512879.36,5431712.9,9.176220505,49.03816074,
03TS0030,03TS0030,514618.37,5432155.63,9.200030156,49.04210454,
03TS0031,03TS0031,514340.06,5432668.46,9.196240082,49.04672423,
03TS0032,03TS0032,514625.24,5433786.05,9.200183032,49.05677079,
03TS0033,03TS0033,514932.31,5433332.46,9.204369299,49.05268317,
03TS0034,03TS0034,515502.56,5432756.44,9.212151856,49.04748751,
04TS0001,04TS0001,510054.85,5431833.03,9.137577554,49.03929392,
04TS0002,04TS0002,510798.28,5433066.13,9.147782519,49.05037371,
04TS0003,04TS0003,510864.8,5432482.17,9.148677229,49.04511953,
04TS0004,04TS0004,510987.63,5432055.72,9.150346502,49.04128121,
04TS0006,04TS0006,510857.89,5431620.27,9.148559577,49.03736641,
04TS0007,04TS0007,510867.6,5431201.52,9.148681203,49.03359936,
04TS0010,04TS0010,510953.27,5432380.8,9.149885135,49.04420608,
04TS0011,04TS0011,511456.62,5433117.44,9.156793811,49.05082338,
04TS0012,04TS0012,510732.48,5431951.25,9.146852466,49.04034594,
04TS0013,04TS0013,510271.23,5431736.21,9.140535755,49.0384194,
04TS0015,04TS0015,510086.04,5432412.66,9.138018744,49.04450748,
04TS0016,04TS0016,510657.14,5431804.83,9.145817742,49.03903012,
04TS0017,04TS0017,510929.18,5431348.4,9.149527645,49.03491953,
04TS0018,04TS0018,510918.93,5431553.99,9.149392948,49.03676911,
04TS0020,04TS0020,510938.6,5432672.46,9.149692265,49.04682998,
04TS0021,04TS0021,510227.53,5431553.06,9.139933211,49.0367726,
04TS0022,04TS0022,510784.17,5431808.17,9.14755593,49.03905796,
04TS0023,04TS0023,509993.49,5433024.76,9.136767381,49.05001515,
04TS0024,04TS0024,510125.14,5431610.99,9.138533761,49.0372954,
04TS0025,04TS0025,510110.31,5431968.12,9.138339765,49.04050822,
04TS0026,04TS0026,510543.44,5432448.91,9.14427879,49.04482592,
04TS0027,04TS0027,510571.3,5431133.97,9.144625732,49.03299686,
04TS0028,04TS0028,510949.99,5431978.16,9.14982937,49.04058419,
04TS0029,04TS0029,510377.38,5432052.85,9.141996252,49.04126597,
04TS0030,04TS0030,510733.28,5432261.59,9.146871632,49.0431376,
04TS0031,04TS0031,510599.02,5432543.04,9.14504182,49.04567171,
04TS0032,04TS0032,510554.48,5432253.43,9.144424772,49.04306728,
04TS0033,04TS0033,510723.06,5431462.28,9.146710635,49.03594756,
04TS0034,04TS0034,509791.12,5431963.21,9.133972169,49.0404692,
